Class,Roll,Name
10,135,"Federica Fedora"
10,121,"Florella Florence"
10,129,"Fredericka Frederique"
10,24,"Gerri Gerrie"
10,354,"Gerti Gertie"
10,112,"Gilbertina Gilbertine"
10,417,"Gillie Gilligan"
10,282,"Gilly Gina"
10,407,"Giustina Gizela"
10,261,"Gladys Gleda"
10,447,"Glyn Glynda"
10,435,"Greer Greta"
10,115,"Gui Guillema"
10,129,"Gwenni Gwennie"
10,72,"Halie Halimeda"
10,185,"Hallie Hally"
10,265,"Harli Harlie"
10,307,"Ibbie Ibby"
10,254,"Jacinthe Jackelyn"
10,379,"Jana Janaya"
10,54,"Jane Janean"
10,393,"Janith Janka"
10,219,"Jasmine Jayme"
10,486,"Jenn Jenna"
10,51,"Jermaine Jerrie"
10,282,"Jesselyn Jessi"
10,261,"Jessika Jessy"
10,480,"Jo-Anne Joan"
10,238,"Joana Joane"
10,285,"Joyce Joycelin"
10,290,"Juliette Julina"
10,447,"Juline Julissa"
10,369,"Justina Justine"
10,210,"Kaitlyn Kaitlynn"
10,440,"Kare Karee"
10,194,"Karel Karen"
10,212,"Karna Karol"
10,266,"Kassey Kassi"
10,295,"Kath Katha"
10,494,"Kathie Kathleen"
10,122,"Kelsey Kelsi"
10,394,"Ki Kiah"
10,187,"Kial Kiele"
10,235,"Kirbie Kirby"
10,55,"Koral Koralle"
10,297,"Kordula Kore"
10,255,"Kynthia Kyrstin"
10,197,"Lanny Lara"
10,125,"Latisha Latrena"
10,137,"Laurel Laurella"
10,110,"Laurene Lauretta"
10,484,"Laverne Lavina"
10,158,"Leila Leilah"
10,125,"Lesly Lesya"
10,67,"Leticia Letisha"
10,489,"Lizbeth Lizette"
10,224,"Lorenza Loretta"
10,172,"Lorry Lory"
10,20,"Lotti Lottie"
10,418,"Louise Louisette"
10,167,"Lucila Lucilia"
10,258,"Lydia Lydie"
10,124,"Lynde Lyndel"
10,337,"Lyndell Lyndsay"
10,305,"Lynnelle Lynnet"
10,56,"Lynsey Lyssa"
10,476,"Mag Magda"
10,250,"Maggee Maggi"
10,73,"Mara Marabel"
10,206,"Marchelle Marci"
10,91,"Margeaux Margery"
10,2,"Mariana Mariann"
10,40,"Marilin Marillin"
10,193,"Marjorie Marjory"
10,70,"Marjy Marketa"
10,70,"Marney Marni"
10,56,"Marris Marrissa"
10,467,"Marylee Marylin"
10,371,"Mavra Max"
10,230,"Melissa Melisse"
10,440,"Meris Merissa"
10,441,"Merl Merla"
10,127,"Mia Micaela"
10,17,"Michaela Michaelina"
10,211,"Michal Michel"
10,312,"Miguelita Mikaela"
10,330,"Minnaminnie Minne"
10,10,"Muire Mureil"
10,325,"Myriam Myrilla"
10,24,"Nedda Nedi"
10,459,"Nert Nerta"
10,324,"Nicol Nicola"
10,123,"Nicolle Nikaniki"
10,244,"Nita Nixie"
10,327,"Noami Noel"
10,136,"Noelani Noell"
10,219,"Ollie Olly"
10,192,"Paulie Paulina"
10,374,"Pauly Pavia"
10,191,"Peggie Peggy"
10,2,"Perle Perri"
10,245,"Phyllida Phyllis"
10,419,"Rayshell Rea"
10,409,"Rebeka Rebekah"
10,379,"Rebekkah Ree"
10,73,"Rey Reyna"
10,362,"Rochette Roda"
10,211,"Rodina Rois"
10,358,"Ronna Ronni"
10,385,"Rorie Rory"
10,32,"Ros Rosa"
10,405,"Rubia Rubie"
10,47,"Sapphire Sara"
10,300,"Sarene Sarette"
10,304,"Selina Selinda"
10,186,"Serena Serene"
10,500,"Shawn Shawna"
10,445,"Shea Sheba"
10,129,"Shel Shela"
10,223,"Shelbi Shelby"
10,372,"Sibbie Sibby"
10,494,"Sibella Sibelle"
10,256,"Sibyl Sibylla"
10,298,"Sileas Silva"
10,161,"Simonne Sindee"
10,10,"Sophronia Sorcha"
10,20,"Sosanna Stace"
10,497,"Stephenie Stephi"
10,125,"Stevena Stoddard"
10,448,"Susette Susi"
10,355,"Suzanne Suzette"
10,246,"Sybila Sybilla"
10,406,"Tamara Tamarah"
10,395,"Tera Teresa"
10,247,"Tersina Terza"
10,382,"Thelma Theo"
10,212,"Tierney Tiertza"
10,34,"Tildi Tildie"
10,479,"Timmie Timmy"
10,47,"Timothea Tina"
10,329,"Tiphanie Tiphany"
10,385,"Tobi Toby"
10,390,"Toma Tomasina"
10,261,"Torey Tori"
10,111,"Tove Tracee"
10,242,"Vale Valeda"
10,222,"Valera Valeria"
10,104,"Vanessa Vania"
10,222,"Veronica Veronika"
10,176,"Vilhelmina Vilma"
10,227,"Viola Violante"
10,55,"Vivi Vivia"
10,188,"Viviene Vivienne"
10,300,"Wendye Wenona"
10,124,"Wilona Wilone"
10,366,"Xylina Yalonda"
10,123,"Yettie Yetty"
10,271,"Yevette Ynes"
10,473,"Zondra Zonnya"
10,203,"Zora Zorah"
