Class,Roll,Name
9,255,"Larisa Larissa"
9,71,"Laurie Lauryn"
9,399,"Leola Leoline"
9,204,"Lexy Leyla"
9,283,"Lian Liana"
9,459,"Lil Lila"
9,487,"Linell Linet"
9,29,"Linnea Linnell"
9,389,"Lonnie Lora"
9,241,"Loralyn Loree"
9,345,"Lorette Lori"
9,257,"Lucille Lucina"
9,430,"Lucretia Lucy"
9,8,"Luelle Luisa"
9,216,"Luise Lula"
9,238,"Lulita Lulu"
9,383,"Lurleen Lurlene"
9,390,"Lyndsey Lyndsie"
9,9,"Mabelle Mable"
9,404,"Madelaine Madeleine"
9,397,"Mallory Malorie"
9,92,"Malory Malva"
9,224,"Marcella Marcelle"
9,243,"Marcellina Marcelline"
9,92,"Margarethe Margaretta"
9,6,"Marlo Marlyn"
9,267,"Marta Martelle"
9,82,"Martguerita Martha"
9,452,"Maryanna Maryanne"
9,17,"Marybelle Marybeth"
9,430,"Maude Maudie"
9,197,"Maxi Maxie"
9,379,"Mei Mel"
9,51,"Melinde Melisa"
9,451,"Melisenda Melisent"
9,350,"Melloney Melly"
9,436,"Mirna Misha"
9,475,"Myrle Myrlene"
9,171,"Myrtia Myrtice"
9,465,"Natalee Natalie"
9,59,"Nathalie Natividad"
9,491,"Neely Neila"
9,176,"Nerissa Nerita"
9,442,"Nesta Netta"
9,102,"Nichol Nichole"
9,403,"Nicholle Nicki"
9,457,"Nicole Nicolea"
9,224,"Noemi Nola"
9,416,"Nonna Nonnah"
9,127,"Octavia Odele"
9,26,"Othelia Othella"
9,206,"Paule Pauletta"
9,335,"Pennie Penny"
9,104,"Phaedra Phaidra"
9,164,"Quinn Quinta"
9,290,"Rachelle Rae"
9,350,"Rafaelia Rafaelita"
9,71,"Randi Randie"
9,333,"Rasia Rasla"
9,423,"Reba Rebbecca"
9,278,"Rita Riva"
9,331,"Rivkah Rivy"
9,283,"Robinett Robinetta"
9,274,"Roch Rochell"
9,183,"Romonda Romy"
9,86,"Rosana Rosanna"
9,498,"Rozamond Rozanna"
9,280,"Saba Sabina"
9,115,"Sadie Sadye"
9,460,"Sallyanne Saloma"
9,34,"Salome Salomi"
9,59,"Sandi Sandie"
9,314,"Sela Selena"
9,373,"Shandra Shandy"
9,290,"Shayla Shaylah"
9,34,"Shir Shirl"
9,405,"Shirline Shoshana"
9,47,"Shoshanna Siana"
9,134,"Sibeal Sibel"
9,383,"Siobhan Sioux"
9,264,"Sophia Sophie"
9,224,"Staci Stacia"
9,17,"Stafani Star"
9,71,"Steffi Steffie"
9,458,"Sunshine Susan"
9,186,"Susann Susanna"
9,177,"Suzy Sybil"
9,50,"Taffy Talia"
9,308,"Tami Tamiko"
9,441,"Tandy Tanhya"
9,156,"Tildy Tillie"
9,326,"Tilly Tim"
9,195,"Tommi Tommie"
9,261,"Tory Tova"
9,475,"Tricia Trina"
9,422,"Ursola Ursula"
9,117,"Vanna Vanni"
9,84,"Vere Verena"
9,141,"Vicky Victoria"
9,264,"Vivian Viviana"
9,336,"Vivianna Vivianne"
9,62,"Wanids Wenda"
9,56,"Willamina Willetta"
9,333,"Xenia Xylia"
9,462,"Zelma Zena"
9,11,"Zsa Zsazsa"
