Class,Roll,Name
2,281,"Fern Fernanda"
2,249,"Florance Flore"
2,369,"Floris Florri"
2,349,"Frayda Fred"
2,50,"Georgena Georgeta"
2,142,"Gilberta Gilberte"
2,402,"Ginnie Ginnifer"
2,170,"Gisele Gisella"
2,451,"Goldie Goldina"
2,131,"Gracia Gracie"
2,136,"Grete Gretel"
2,475,"Guenna Guglielma"
2,270,"Harrie Harriet"
2,59,"Hedi Hedvig"
2,496,"Helli Heloise"
2,393,"Henrietta Henriette"
2,97,"Hertha Hester"
2,200,"Hetti Hettie"
2,70,"Hetty Hilary"
2,127,"Hyacintha Hyacinthe"
2,102,"Inga Ingaberg"
2,152,"Ingeberg Ingeborg"
2,276,"Iolande Iolanthe"
2,330,"Ira Irena"
2,231,"Jaine Jami"
2,1,"Janna Jannel"
2,15,"Jaynell Jazmin"
2,130,"Jeanette Jeanie"
2,187,"Jemimah Jemmie"
2,43,"Jerrine Jerry"
2,471,"Jillayne Jilleen"
2,278,"Jillene Jilli"
2,25,"Joannes Jobey"
2,97,"Jodee Jodi"
2,442,"Joeann Joela"
2,281,"Jolee Joleen"
2,24,"Joline Joly"
2,486,"Jorie Jorrie"
2,389,"Josefina Josepha"
2,489,"Joye Jsandye"
2,441,"Julianne Julie"
2,387,"Julienne Juliet"
2,233,"Kala Kaleena"
2,230,"Karine Kariotta"
2,441,"Karolina Karoline"
2,169,"Katlin Katrina"
2,5,"Kizzie Klara"
2,257,"Klarika Klarrisa"
2,446,"Korella Koren"
2,347,"Krissy Krista"
2,54,"Kristen Kristi"
2,11,"Kristy Kristyn"
2,278,"Krystyna Kyla"
2,126,"Laurette Lauri"
2,27,"Lenora Lenore"
2,478,"Leona Leonanie"
2,161,"Leone Leonelle"
2,4,"Liane Lianna"
2,437,"Licha Lida"
2,328,"Lilli Lillian"
2,115,"Lindy Linea"
2,206,"Livvy Livvyy"
2,336,"Livy Liz"
2,39,"Lorrie Lorrin"
2,30,"Maddy Madel"
2,371,"Madelyn Madge"
2,260,"Magdalena Magdalene"
2,21,"Mair Maire"
2,375,"Maisey Maisie"
2,59,"Margaret Margareta"
2,180,"Margarette Margarita"
2,229,"Margaux Marge"
2,360,"Margi Margie"
2,374,"Marika Marilee"
2,277,"Marilyn Marin"
2,278,"Marina Marinna"
2,196,"Marna Marne"
2,297,"Marylinda Marylou"
2,197,"Masha Matelda"
2,427,"Maurise Maurita"
2,448,"Meghann Mehetabel"
2,169,"Meridith Meriel"
2,108,"Merilee Merilyn"
2,156,"Michele Michelina"
2,62,"Mirabella Mirabelle"
2,215,"Mollee Molli"
2,341,"Mommy Mona"
2,326,"Moria Morissa"
2,483,"Nadeen Nadia"
2,399,"Nadine Nadiya"
2,33,"Nana Nananne"
2,235,"Nance Nancee"
2,461,"Nessa Nessi"
2,126,"Nicolette Nicoli"
2,8,"Ninnette Ninon"
2,419,"Noella Noelle"
2,239,"Nydia Nyssa"
2,476,"Odette Odilia"
2,499,"Odille Ofelia"
2,357,"Orsa Orsola"
2,44,"Paige Paloma"
2,400,"Paola Paolina"
2,2,"Papagena Pat"
2,71,"Patty Paula"
2,134,"Pearla Pearle"
2,354,"Penelope Penni"
2,346,"Peri Peria"
2,88,"Phelia Phil"
2,426,"Philipa Philippa"
2,455,"Pooh Poppy"
2,93,"Randee Randene"
2,483,"Raychel Raye"
2,302,"Reina Reine"
2,56,"Rhianon Rhoda"
2,374,"Rickie Ricky"
2,88,"Rina Risa"
2,197,"Rivalee Rivi"
2,380,"Rochella Rochelle"
2,89,"Rona Ronalda"
2,166,"Rosalia Rosalie"
2,355,"Rosanne Rose"
2,446,"Roseann Roseanna"
2,301,"Rozele Rozella"
2,290,"Rozelle Rozina"
2,79,"Rubetta Rubi"
2,490,"Sandye Sapphira"
2,415,"Shannon Shanon"
2,96,"Sharlene Sharline"
2,220,"Shawnee Shay"
2,495,"Shirlene Shirley"
2,35,"Sibylle Sidoney"
2,114,"Sisile Sissie"
2,162,"Starlin Starr"
2,128,"Stormie Stormy"
2,222,"Sydney Sylvia"
2,440,"Tabatha Tabbatha"
2,110,"Tabbitha Tabby"
2,313,"Tedra Teena"
2,358,"TEirtza Teodora"
2,296,"Teri Teriann"
2,445,"Tess Tessa"
2,481,"Theresa Therese"
2,92,"Theresina Theresita"
2,27,"Thia Thomasa"
2,292,"Tine Tiphani"
2,229,"Trescha Tressa"
2,441,"Umeko Una"
2,156,"Uta Val"
2,172,"Valaree Valaria"
2,429,"Venita Venus"
2,247,"Vevay Vi"
2,301,"Vicki Vickie"
2,264,"Virginia Virginie"
2,49,"Wileen Wilhelmina"
2,161,"Willa Willabella"
2,498,"Willy Willyt"
2,176,"Wini Winifred"
