Class,Roll,Name
6,250,"Marti Martica"
6,349,"Marylynne Maryrose"
6,278,"Mathilda Mathilde"
6,173,"Matty Maud"
6,379,"Mellisa Mellisent"
6,152,"Melony Melosa"
6,237,"Millicent Millie"
6,270,"Murial Muriel"
6,349,"Natalya Natasha"
6,434,"Neala Neda"
6,486,"Neille Nelia"
6,398,"Netti Nettie"
6,9,"Nicolina Nicoline"
6,378,"Noellyn Noelyn"
6,456,"Noni Nonie"
6,302,"Norine Norma"
6,203,"Odelia Odelinda"
6,94,"Odessa Odetta"
6,138,"Opalina Opaline"
6,237,"Ora Oralee"
6,67,"Oralia Oralie"
6,110,"Orel Orelee"
6,34,"Patti Pattie"
6,245,"Philly Philomena"
6,176,"Pietra Piper"
6,15,"Quentin Querida"
6,216,"Rahal Rahel"
6,482,"Ramona Ramonda"
6,339,"Randy Ranee"
6,419,"Rebe Rebeca"
6,65,"Reeta Reeva"
6,494,"Regan Reggi"
6,480,"Regine Reiko"
6,476,"Remy Rena"
6,258,"Rennie Reta"
6,205,"Rhodia Rhodie"
6,301,"Roberta Robin"
6,367,"Ronda Ronica"
6,225,"Ronny Roobbie"
6,370,"Roselin Roseline"
6,296,"Rosemary Rosemonde"
6,315,"Row Rowe"
6,308,"Roxane Roxanna"
6,161,"Sabrina Sacha"
6,38,"Sam Samantha"
6,34,"Sayre Scarlet"
6,488,"Shaine Shalna"
6,170,"Shandeigh Shandie"
6,141,"Shannah Shannen"
6,393,"Shara Sharai"
6,484,"Shayna Shayne"
6,363,"Shelley Shelli"
6,418,"Sianna Sib"
6,168,"Sonnie Sonnnie"
6,146,"Stephanie Stephannie"
6,254,"Stephie Stephine"
6,437,"Susana Susanetta"
6,4,"Susannah Susanne"
6,219,"Sybille Sybyl"
6,75,"Tani Tania"
6,224,"Tanitansy Tansy"
6,473,"Tarah Tarra"
6,211,"Tate Tatiana"
6,24,"Tatiania Tatum"
6,385,"Tessi Tessie"
6,9,"Tonye Tootsie"
6,357,"Trixi Trixie"
6,102,"Valerie Valery"
6,397,"Vallie Vally"
6,87,"Velma Velvet"
6,384,"Vera Veradis"
6,13,"Verna Vernice"
6,19,"Vinnie Vinny"
6,373,"Viole Violet"
6,256,"Vita Vitia"
6,197,"Viv Viva"
6,139,"Wallis Walliw"
6,497,"Wilhelmine Wilie"
6,85,"Winna Winnah"
6,201,"Winny Winona"
6,218,"Yolane Yolanthe"
6,269,"Zabrina Zahara"
6,327,"Zandra Zaneta"
6,472,"Zenia Zia"
6,143,"Zilvia Zita"
6,395,"Zitella Zoe"
