Class,Roll,Name
3,152,"Amitie Amity"
1,435,"Ammamaria Amy"
3,90,"Amye Ana"
7,225,"Anabal Anabel"
9,293,"Anabella Anabelle"
1,355,"Analiese Analise"
1,276,"Anallese Anallise"
5,4,"Anastasia Anastasie"
9,24,"Anastassia Anatola"
5,234,"Andee Andeee"
10,169,"Anderea Andi"
2,350,"Andie Andra"
6,14,"Andrea Andreana"
2,471,"Andree Andrei"
4,360,"Andria Andriana"
2,70,"Andriette Andromache"
6,148,"Andy Anestassia"
10,324,"Anet Anett"
1,289,"Anetta Anette"
1,116,"Ange Angel"
2,459,"Angela Angele"
6,144,"Angelia Angelica"
7,374,"Angelika Angelina"
9,403,"Angeline Angelique"
6,266,"Angelita Angelle"
6,455,"Angie Angil"
4,148,"Angy Ania"
1,467,"Anica Anissa"
7,40,"Anita Anitra"
9,183,"Anjanette Anjela"
4,202,"Ann Ann-Marie"
10,262,"Anna Anna-Diana"
6,460,"Anna-Diane Anna-Maria"
10,291,"Annabal Annabel"
8,486,"Annabela Annabell"
6,180,"Annabella Annabelle"
3,431,"Annadiana Annadiane"
4,234,"Annalee Annaliese"
6,322,"Annalise Annamaria"
9,405,"Annamarie Anne"
9,271,"Anne-Corinne Anne-Marie"
10,224,"Annecorinne Anneliese"
10,163,"Annelise Annemarie"
4,431,"Annetta Annette"
5,478,"Anni Annice"
1,452,"Annie Annis"
6,420,"Annissa Annmaria"
9,232,"Annmarie Annnora"
2,151,"Annora Anny"
8,478,"Anselma Ansley"
10,279,"Anstice Anthe"
9,135,"Anthea Anthia"
8,184,"Anthiathia Antoinette"
7,365,"Antonella Antonetta"
9,3,"Antonia Antonie"
6,295,"Antonietta Antonina"
10,479,"Anya Appolonia"
3,395,"April Aprilette"
7,59,"Ara Arabel"
8,46,"Arabela Arabele"
10,493,"Arabella Arabelle"
3,419,"Arda Ardath"
10,415,"Ardeen Ardelia"
7,143,"Ardelis Ardella"
3,172,"Ardelle Arden"
2,404,"Ardene Ardenia"
10,482,"Ardine Ardis"
7,363,"Ardisj Ardith"
7,258,"Ardra Ardyce"
2,374,"Ardys Ardyth"
10,347,"Aretha Ariadne"
5,89,"Ariana Aridatha"
6,390,"Ariel Ariela"
10,318,"Ariella Arielle"
5,12,"Arlana Arlee"
7,188,"Arleen Arlen"
6,64,"Arlena Arlene"
10,269,"Arleta Arlette"
1,255,"Arleyne Arlie"
8,246,"Arliene Arlina"
1,383,"Arlinda Arline"
6,80,"Arluene Arly"
2,391,"Arlyn Arlyne"
10,85,"Aryn Ashely"
8,20,"Ashia Ashien"
8,463,"Ashil Ashla"
2,329,"Ashlan Ashlee"
8,42,"Ashleigh Ashlen"
1,387,"Ashley Ashli"
10,18,"Ashlie Ashly"
7,278,"Asia Astra"
1,106,"Astrid Astrix"
6,162,"Atalanta Athena"
8,23,"Athene Atlanta"
8,489,"Atlante Auberta"
1,46,"Aubine Aubree"
7,121,"Aubrette Aubrey"
3,439,"Aubrie Aubry"
3,270,"Audi Audie"
1,362,"Audra Audre"
4,332,"Audrey Audrie"
10,358,"Audry Audrye"
1,227,"Audy Augusta"
3,230,"Auguste Augustina"
9,462,"Augustine Aundrea"
1,215,"Aura Aurea"
2,155,"Aurel Aurelea"
8,283,"Aurelia Aurelie"
5,398,"Auria Aurie"
6,435,"Aurilia Aurlie"
2,425,"Auroora Aurora"
5,108,"Aurore Austin"
6,160,"Austina Austine"
9,259,"Ava Aveline"
2,68,"Averil Averyl"
1,69,"Avie Avis"
8,147,"Aviva Avivah"
4,263,"Avril Avrit"
2,29,"Ayn Bab"
2,338,"Babara Babb"
2,442,"Babbette Babbie"
8,432,"Babette Babita"
4,224,"Babs Bambi"
1,115,"Bambie Bamby"
1,19,"Barb Barbabra"
3,358,"Barbara Barbara-Anne"
5,233,"Barbaraanne Barbe"
2,339,"Barbee Barbette"
7,11,"Barbey Barbi"
10,173,"Barbie Barbra"
3,420,"Barby Bari"
6,181,"Barrie Barry"
5,371,"Basia Bathsheba"
9,439,"Batsheva Bea"
9,286,"Beatrice Beatrisa"
7,92,"Beatrix Beatriz"
3,180,"Bebe Becca"
5,174,"Becka Becki"
10,236,"Beckie Becky"
6,227,"Bee Beilul"
4,40,"Beitris Bekki"
4,400,"Bel Belia"
8,49,"Belicia Belinda"
1,368,"Belita Bell"
10,186,"Bella Bellanca"
5,192,"Belle Bellina"
4,484,"Belva Belvia"
4,23,"Bendite Benedetta"
3,18,"Benedicta Benedikta"
5,104,"Benetta Benita"
5,441,"Benni Bennie"
1,381,"Benny Benoite"
6,217,"Berenice Beret"
5,375,"Berget Berna"
4,397,"Bernadene Bernadette"
9,410,"Bernadina Bernadine"
2,37,"Bernardina Bernardine"
7,412,"Bernelle Bernete"
9,399,"Bernetta Bernette"
7,347,"Berni Bernice"
1,170,"Bernie Bernita"
6,393,"Berny Berri"
7,114,"Berrie Berry"
2,359,"Bert Berta"
5,80,"Berte Bertha"
10,138,"Berthe Berti"
1,361,"Bertie Bertina"
10,492,"Bertine Berty"
7,276,"Beryl Beryle"
5,234,"Bess Bessie"
5,172,"Bessy Beth"
8,313,"Bethanne Bethany"
6,156,"Bethena Bethina"
7,145,"Betsey Betsy"
3,355,"Betta Bette"
6,195,"Bette-Ann Betteann"
9,233,"Betteanne Betti"
9,381,"Bettina Bettine"
2,206,"Betty Bettye"
5,182,"Beulah Bev"
9,258,"Beverie Beverlee"
8,304,"Beverley Beverlie"
6,189,"Beverly Bevvy"
7,47,"Bianca Bianka"
2,14,"Bibbie Bibby"
5,341,"Bibbye Bibi"
5,479,"Biddie Biddy"
6,392,"Bidget Bili"
8,80,"Bill Billi"
6,392,"Billie Billy"
8,83,"Billye Binni"
7,162,"Binnie Binny"
4,377,"Bird Birdie"
2,365,"Birgit Birgitta"
6,337,"Blair Blaire"
4,366,"Blake Blakelee"
9,217,"Blakeley Blanca"
5,64,"Blanch Blancha"
2,316,"Blanche Blinni"
9,73,"Blinnie Blinny"
3,94,"Bliss Blisse"
4,365,"Blithe Blondell"
9,269,"Blondelle Blondie"
9,409,"Blondy Blythe"
3,496,"Bobbe Bobbee"
10,134,"Bobbette Bobbi"
7,90,"Bobbie Bobby"
6,97,"Bobbye Bobette"
1,393,"Bobina Bobine"
9,399,"Bobinette Bonita"
4,359,"Bonnee Bonni"
5,175,"Bonnibelle Bonnie"
8,285,"Bonny Brana"
2,331,"Brandais Brande"
4,51,"Brandea Brandi"
6,281,"Brandice Brandie"
7,168,"Brandise Brandy"
7,419,"Breanne Brear"
8,105,"Bree Breena"
3,285,"Bren Brena"
10,332,"Brenda Brenn"
1,382,"Brenna Brett"
8,269,"Bria Briana"
1,239,"Brianna Brianne"
7,291,"Bride Bridget"
9,241,"Bridgette Bridie"
7,253,"Brier Brietta"
7,75,"Brigid Brigida"
5,356,"Brigit Brigitta"
7,488,"Brigitte Brina"
10,308,"Briney Brinn"
8,402,"Brinna Briny"
1,117,"Brit Brita"
3,264,"Britney Britni"
10,500,"Britt Britta"
1,377,"Brittan Brittaney"
9,21,"Brittani Brittany"
9,103,"Britte Britteny"
1,88,"Brittne Brittney"
10,301,"Brittni Brook"
2,330,"Brooke Brooks"
2,230,"Brunhilda Brunhilde"
4,160,"Bryana Bryn"
6,118,"Bryna Brynn"
7,61,"Brynna Brynne"
10,422,"Buffy Bunni"
5,77,"Bunnie Bunny"
5,47,"Cacilia Cacilie"
10,347,"Cahra Cairistiona"
6,469,"Caitlin Caitrin"
6,61,"Cal Calida"
2,28,"Calla Calley"
1,456,"Calli Callida"
5,370,"Callie Cally"
1,323,"Calypso Cam"
2,125,"Camala Camel"
4,64,"Camella Camellia"
3,233,"Cami Camila"
2,10,"Camile Camilla"
10,238,"Camille Cammi"
1,11,"Cammie Cammy"
7,289,"Candace Candi"
6,186,"Candice Candida"
4,483,"Candide Candie"
3,497,"Candis Candra"
8,230,"Candy Caprice"
9,500,"Cara Caralie"
5,139,"Caren Carena"
10,91,"Caresa Caressa"
4,202,"Caresse Carey"
8,30,"Cari Caria"
5,417,"Carie Caril"
2,383,"Carilyn Carin"
2,168,"Carina Carine"
7,203,"Cariotta Carissa"
5,461,"Carita Caritta"
2,268,"Carla Carlee"
5,151,"Carleen Carlen"
5,289,"Carlene Carley"
5,188,"Carlie Carlin"
9,140,"Carlina Carline"
9,194,"Carlita Carlota"
4,378,"Carlotta Carly"
10,446,"Carlye Carlyn"
9,44,"Carlynn Carlynne"
3,85,"Carma Carmel"
2,176,"Carmela Carmelia"
8,370,"Carmelina Carmelita"
7,3,"Carmella Carmelle"
7,450,"Carmen Carmencita"
2,293,"Carmina Carmine"
2,122,"Carmita Carmon"
4,363,"Caro Carol"
1,68,"Carol-Jean Carola"
6,461,"Carolan Carolann"
2,288,"Carole Carolee"
1,376,"Carolin Carolina"
5,90,"Caroline Caroljean"
7,165,"Carolyn Carolyne"
10,425,"Carolynn Caron"
9,385,"Carree Carri"
10,484,"Carrie Carrissa"
3,362,"Carroll Carry"
6,118,"Cary Caryl"
9,389,"Caryn Casandra"
4,125,"Casey Casi"
8,180,"Casie Cass"
5,445,"Cassandra Cassandre"
3,73,"Cassandry Cassaundra"
5,397,"Cassey Cassi"
6,120,"Cassie Cassondra"
7,336,"Cassy Catarina"
8,17,"Cate Caterina"
3,452,"Catha Catharina"
8,164,"Catharine Cathe"
1,92,"Cathee Catherin"
5,88,"Catherina Catherine"
10,460,"Cathi Cathie"
9,280,"Cathleen Cathlene"
8,165,"Cathrin Cathrine"
1,199,"Cathryn Cathy"
1,201,"Cathyleen Cati"
8,238,"Catie Catina"
3,477,"Catlaina Catlee"
3,362,"Catlin Catrina"
3,47,"Catriona Caty"
3,409,"Caye Cayla"
7,179,"Cecelia Cecil"
2,12,"Cecile Ceciley"
5,161,"Cecilia Cecilla"
4,209,"Cecily Ceil"
9,75,"Cele Celene"
7,30,"Celesta Celeste"
9,98,"Celestia Celestina"
4,167,"Celestine Celestyn"
6,329,"Celestyna Celia"
1,107,"Celie Celina"
4,448,"Celinda Celine"
4,378,"Celinka Celisse"
1,6,"Celka Celle"
5,296,"Cesya Chad"
6,275,"Chanda Chandal"
4,139,"Chandra Channa"
10,184,"Chantal Chantalle"
4,287,"Charil Charin"
8,324,"Charis Charissa"
1,299,"Charisse Charita"
9,496,"Charity Charla"
5,489,"Charlean Charleen"
5,489,"Charlena Charlene"
7,58,"Charline Charlot"
4,372,"Charlotta Charlotte"
9,198,"Charmain Charmaine"
7,360,"Charmane Charmian"
7,242,"Charmine Charmion"
10,18,"Charo Charyl"
2,121,"Chastity Chelsae"
9,445,"Chelsea Chelsey"
9,97,"Chelsie Chelsy"
6,408,"Cher Chere"
4,324,"Cherey Cheri"
3,83,"Cherianne Cherice"
10,186,"Cherida Cherie"
4,303,"Cherilyn Cherilynn"
1,374,"Cherin Cherise"
3,180,"Cherish Cherlyn"
2,460,"Cherri Cherrita"
7,299,"Cherry Chery"
10,370,"Cherye Cheryl"
4,83,"Cheslie Chiarra"
2,226,"Chickie Chicky"
9,353,"Chiquia Chiquita"
7,96,"Chlo Chloe"
4,309,"Chloette Chloris"
9,277,"Chris Chrissie"
1,279,"Chrissy Christa"
3,4,"Christabel Christabella"
9,75,"Christal Christalle"
7,142,"Christan Christean"
7,214,"Christel Christen"
3,19,"Christi Christian"
8,150,"Christiana Christiane"
8,444,"Christie Christin"
6,486,"Christina Christine"
1,457,"Christy Christye"
4,481,"Christyna Chrysa"
3,372,"Chrysler Chrystal"
9,84,"Chryste Chrystel"
3,481,"Cicely Cicily"
8,215,"Ciel Cilka"
5,313,"Cinda Cindee"
6,210,"Cindelyn Cinderella"
4,58,"Cindi Cindie"
1,4,"Cindra Cindy"
7,12,"Cinnamon Cissiee"
2,418,"Cissy Clair"
9,461,"Claire Clara"
7,360,"Clarabelle Clare"
5,366,"Claresta Clareta"
4,274,"Claretta Clarette"
4,265,"Clarey Clari"
9,59,"Claribel Clarice"
3,86,"Clarie Clarinda"
6,159,"Clarine Clarissa"
5,35,"Clarisse Clarita"
9,175,"Clary Claude"
6,70,"Claudelle Claudetta"
9,14,"Claudette Claudia"
9,371,"Claudie Claudina"
2,29,"Claudine Clea"
8,437,"Clem Clemence"
7,264,"Clementia Clementina"
5,216,"Clementine Clemmie"
1,153,"Clemmy Cleo"
6,171,"Cleopatra Clerissa"
8,106,"Clio Clo"
5,31,"Cloe Cloris"
6,128,"Clotilda Clovis"
8,159,"Codee Codi"
5,34,"Codie Cody"
10,363,"Coleen Colene"
2,243,"Coletta Colette"
6,296,"Colleen Collen"
6,410,"Collete Collette"
8,124,"Collie Colline"
10,400,"Colly Con"
5,88,"Concettina Conchita"
3,456,"Concordia Conni"
1,341,"Connie Conny"
1,236,"Consolata Constance"
1,238,"Constancia Constancy"
9,298,"Constanta Constantia"
5,357,"Constantina Constantine"
5,236,"Consuela Consuelo"
1,63,"Cookie Cora"
7,59,"Corabel Corabella"
3,181,"Corabelle Coral"
8,208,"Coralie Coraline"
7,408,"Coralyn Cordelia"
1,345,"Cordelie Cordey"
6,406,"Cordi Cordie"
3,442,"Cordula Cordy"
10,110,"Coreen Corella"
10,148,"Corenda Corene"
3,210,"Coretta Corette"
9,313,"Corey Cori"
10,75,"Corie Corilla"
2,67,"Corina Corine"
5,387,"Corinna Corinne"
1,298,"Coriss Corissa"
9,275,"Corliss Corly"
7,77,"Cornela Cornelia"
6,361,"Cornelle Cornie"
1,486,"Corny Correna"
3,104,"Correy Corri"
1,3,"Corrianne Corrie"
5,278,"Corrina Corrine"
10,354,"Corrinne Corry"
3,194,"Cortney Cory"
5,41,"Cosetta Cosette"
3,235,"Costanza Courtenay"
9,53,"Courtnay Courtney"
2,463,"Crin Cris"
1,92,"Crissie Crissy"
2,478,"Crista Cristabel"
2,353,"Cristal Cristen"
1,302,"Cristi Cristie"
2,411,"Cristin Cristina"
8,416,"Cristine Cristionna"
9,282,"Cristy Crysta"
5,430,"Crystal Crystie"
10,379,"Cthrine Cyb"
4,81,"Cybil Cybill"
6,299,"Cymbre Cynde"
9,436,"Cyndi Cyndia"
2,380,"Cyndie Cyndy"
4,192,"Cynthea Cynthia"
6,183,"Cynthie Cynthy"
6,107,"Dacey Dacia"
4,58,"Dacie Dacy"
10,367,"Dael Daffi"
8,188,"Daffie Daffy"
10,190,"Dagmar Dahlia"
7,182,"Daile Daisey"
5,49,"Daisi Daisie"
9,475,"Daisy Dale"
5,99,"Dalenna Dalia"
1,38,"Dalila Dallas"
6,289,"Daloris Damara"
6,156,"Damaris Damita"
7,26,"Dana Danell"
7,450,"Danella Danette"
2,23,"Dani Dania"
1,74,"Danica Danice"
1,257,"Daniela Daniele"
4,417,"Daniella Danielle"
6,392,"Danika Danila"
1,143,"Danit Danita"
4,405,"Danna Danni"
5,389,"Dannie Danny"
3,139,"Dannye Danya"
9,283,"Danyelle Danyette"
2,420,"Daphene Daphna"
10,120,"Daphne Dara"
7,359,"Darb Darbie"
5,135,"Darby Darcee"
4,366,"Darcey Darci"
8,453,"Darcie Darcy"
7,67,"Darda Dareen"
4,368,"Darell Darelle"
6,9,"Dari Daria"
1,299,"Darice Darla"
1,91,"Darleen Darlene"
7,333,"Darline Darlleen"
2,265,"Daron Darrelle"
5,152,"Darryl Darsey"
6,436,"Darsie Darya"
5,195,"Daryl Daryn"
6,458,"Dasha Dasi"
6,414,"Dasie Dasya"
1,293,"Datha Daune"
8,52,"Daveen Daveta"
5,336,"Davida Davina"
3,397,"Davine Davita"
6,383,"Dawn Dawna"
1,78,"Dayle Dayna"
6,252,"Ddene De"
4,143,"Deana Deane"
6,316,"Deanna Deanne"
2,41,"Deb Debbi"
4,197,"Debbie Debby"
2,186,"Debee Debera"
3,329,"Debi Debor"
6,339,"Debora Deborah"
2,398,"Debra Dede"
10,454,"Dedie Dedra"
7,4,"Dee Dee"
10,199,"Dee Deeann"
7,213,"Deeanne Deedee"
7,94,"Deena Deerdre"
1,63,"Deeyn Dehlia"
6,190,"Deidre Deina"
2,46,"Deirdre Del"
3,359,"Dela Delcina"
1,307,"Delcine Delia"
5,145,"Delila Delilah"
2,294,"Delinda Dell"
3,339,"Della Delly"
7,414,"Delora Delores"
2,260,"Deloria Deloris"
5,428,"Delphine Delphinia"
4,353,"Demeter Demetra"
4,422,"Demetria Demetris"
4,123,"Dena Deni"
8,350,"Denice Denise"
4,81,"Denna Denni"
2,238,"Dennie Denny"
3,281,"Deny Denys"
2,453,"Denyse Deonne"
2,347,"Desdemona Desirae"
1,242,"Desiree Desiri"
8,466,"Deva Devan"
4,173,"Devi Devin"
8,362,"Devina Devinne"
1,480,"Devon Devondra"
10,101,"Devonna Devonne"
4,38,"Devora Di"
9,43,"Diahann Dian"
7,209,"Diana Diandra"
10,444,"Diane Diane-Marie"
6,436,"Dianemarie Diann"
3,174,"Dianna Dianne"
6,497,"Diannne Didi"
2,307,"Dido Diena"
3,297,"Dierdre Dina"
1,413,"Dinah Dinnie"
8,496,"Dinny Dion"
10,278,"Dione Dionis"
9,34,"Dionne Dita"
5,457,"Dix Dixie"
8,111,"Dniren Dode"
8,124,"Dodi Dodie"
8,363,"Dody Doe"
3,458,"Doll Dolley"
4,386,"Dolli Dollie"
1,332,"Dolly Dolores"
7,129,"Dolorita Doloritas"
8,345,"Domeniga Dominga"
1,163,"Domini Dominica"
9,279,"Dominique Dona"
3,156,"Donella Donelle"
1,349,"Donetta Donia"
8,420,"Donica Donielle"
5,170,"Donna Donnamarie"
8,116,"Donni Donnie"
9,170,"Donny Dora"
5,35,"Doralia Doralin"
9,226,"Doralyn Doralynn"
4,15,"Doralynne Dore"
2,171,"Doreen Dorelia"
5,437,"Dorella Dorelle"
7,73,"Dorena Dorene"
9,211,"Doretta Dorette"
3,246,"Dorey Dori"
6,272,"Doria Dorian"
7,184,"Dorice Dorie"
4,418,"Dorine Doris"
10,429,"Dorisa Dorise"
8,362,"Dorita Doro"
9,494,"Dorolice Dorolisa"
5,75,"Dorotea Doroteya"
2,407,"Dorothea Dorothee"
3,160,"Dorothy Dorree"
4,62,"Dorri Dorrie"
5,168,"Dorris Dorry"
6,425,"Dorthea Dorthy"
9,439,"Dory Dosi"
1,224,"Dot Doti"
10,470,"Dotti Dottie"
1,374,"Dotty Dre"
9,197,"Dreddy Dredi"
5,19,"Drona Dru"
7,292,"Druci Drucie"
5,156,"Drucill Drucy"
9,44,"Drusi Drusie"
10,334,"Drusilla Drusy"
2,16,"Dulce Dulcea"
5,283,"Dulci Dulcia"
7,76,"Dulciana Dulcie"
3,200,"Dulcine Dulcinea"
6,281,"Dulcy Dulsea"
1,50,"Dusty Dyan"
4,177,"Dyana Dyane"
6,71,"Dyann Dyanna"
6,95,"Dyanne Dyna"
1,386,"Dynah Eachelle"
4,56,"Eada Eadie"
10,405,"Eadith Ealasaid"
10,202,"Eartha Easter"
7,204,"Eba Ebba"
9,61,"Ebonee Ebony"
6,66,"Eda Eddi"
1,333,"Eddie Eddy"
8,102,"Ede Edee"
1,397,"Edeline Eden"
9,3,"Edi Edie"
2,128,"Edin Edita"
4,451,"Edith Editha"
3,177,"Edithe Ediva"
1,449,"Edna Edwina"
6,21,"Edy Edyth"
6,62,"Edythe Effie"
8,441,"Eileen Eilis"
2,275,"Eimile Eirena"
1,230,"Ekaterina Elaina"
10,238,"Elaine Elana"
6,219,"Elane Elayne"
1,217,"Elberta Elbertina"
10,208,"Elbertine Eleanor"
4,311,"Eleanora Eleanore"
3,470,"Electra Eleen"
7,484,"Elena Elene"
4,216,"Eleni Elenore"
3,253,"Eleonora Eleonore"
1,306,"Elfie Elfreda"
6,15,"Elfrida Elfrieda"
6,239,"Elga Elianora"
1,402,"Elianore Elicia"
8,394,"Elie Elinor"
3,173,"Elinore Elisa"
2,358,"Elisabet Elisabeth"
9,264,"Elisabetta Elise"
2,269,"Elisha Elissa"
6,479,"Elita Eliza"
1,1,"Elizabet Elizabeth"
2,431,"Elka Elke"
4,453,"Ella Elladine"
1,270,"Elle Ellen"
2,347,"Ellene Ellette"
5,265,"Elli Ellie"
9,75,"Ellissa Elly"
3,330,"Ellyn Ellynn"
3,355,"Elmira Elna"
10,195,"Elnora Elnore"
9,111,"Eloisa Eloise"
8,74,"Elonore Elora"
9,481,"Elsa Elsbeth"
1,396,"Else Elset"
7,20,"Elsey Elsi"
2,77,"Elsie Elsinore"
9,219,"Elspeth Elsy"
2,193,"Elva Elvera"
2,273,"Elvina Elvira"
1,44,"Elwira Elyn"
8,484,"Elyse Elysee"
8,475,"Elysha Elysia"
5,86,"Elyssa Em"
10,222,"Ema Emalee"
6,387,"Emalia Emelda"
9,391,"Emelia Emelina"
4,135,"Emeline Emelita"
7,169,"Emelyne Emera"
6,152,"Emilee Emili"
3,67,"Emilia Emilie"
5,142,"Emiline Emily"
3,394,"Emlyn Emlynn"
6,354,"Emlynne Emma"
8,236,"Emmalee Emmaline"
9,400,"Emmalyn Emmalynn"
5,448,"Emmalynne Emmeline"
3,86,"Emmey Emmi"
3,144,"Emmie Emmy"
5,79,"Emmye Emogene"
7,315,"Emyle Emylee"
5,132,"Engracia Enid"
8,166,"Enrica Enrichetta"
6,169,"Enrika Enriqueta"
2,436,"Eolanda Eolande"
5,101,"Eran Erda"
5,195,"Erena Erica"
10,201,"Ericha Ericka"
4,307,"Erika Erin"
2,378,"Erina Erinn"
7,383,"Erinna Erma"
1,320,"Ermengarde Ermentrude"
7,11,"Ermina Erminia"
6,105,"Erminie Erna"
3,279,"Ernaline Ernesta"
3,222,"Ernestine Ertha"
3,351,"Eryn Esma"
6,298,"Esmaria Esme"
8,323,"Esmeralda Essa"
8,201,"Essie Essy"
4,341,"Esta Estel"
7,112,"Estele Estell"
3,248,"Estella Estelle"
4,327,"Ester Esther"
4,218,"Estrella Estrellita"
1,95,"Ethel Ethelda"
6,332,"Ethelin Ethelind"
4,283,"Etheline Ethelyn"
9,22,"Ethyl Etta"
10,199,"Etti Ettie"
10,421,"Etty Eudora"
1,245,"Eugenia Eugenie"
2,124,"Eugine Eula"
6,139,"Eulalie Eunice"
1,211,"Euphemia Eustacia"
1,56,"Eva Evaleen"
9,344,"Evangelia Evangelin"
1,290,"Evangelina Evangeline"
6,183,"Evania Evanne"
1,496,"Eve Eveleen"
10,171,"Evelina Eveline"
2,353,"Evelyn Evey"
7,207,"Evie Evita"
8,195,"Evonne Evvie"
3,225,"Evvy Evy"
7,380,"Eyde Eydie"
4,164,"Ezmeralda Fae"
7,119,"Faina Faith"
9,17,"Fallon Fan"
9,85,"Fanchette Fanchon"
10,300,"Fancie Fancy"
5,481,"Fanechka Fania"
10,158,"Fanni Fannie"
1,438,"Fanny Fanya"
5,385,"Fara Farah"
5,93,"Farand Farica"
7,227,"Farra Farrah"
3,408,"Farrand Faun"
2,283,"Faunie Faustina"
9,161,"Faustine Fawn"
2,346,"Fawne Fawnia"
9,355,"Fay Faydra"
3,367,"Faye Fayette"
3,148,"Fayina Fayre"
2,434,"Fayth Faythe"
5,461,"Federica Fedora"
3,223,"Felecia Felicdad"
2,79,"Felice Felicia"
8,63,"Felicity Felicle"
9,72,"Felipa Felisha"
6,153,"Felita Feliza"
9,354,"Fenelia Feodora"
1,312,"Ferdinanda Ferdinande"
6,163,"Fern Fernanda"
5,215,"Fernande Fernandina"
2,304,"Ferne Fey"
8,66,"Fiann Fianna"
2,273,"Fidela Fidelia"
10,483,"Fidelity Fifi"
6,166,"Fifine Filia"
8,3,"Filide Filippa"
5,500,"Fina Fiona"
10,271,"Fionna Fionnula"
3,456,"Fiorenze Fleur"
10,150,"Fleurette Flo"
4,131,"Flor Flora"
6,395,"Florance Flore"
9,384,"Florella Florence"
6,449,"Florencia Florentia"
5,4,"Florenza Florette"
8,221,"Flori Floria"
6,426,"Florida Florie"
8,317,"Florina Florinda"
1,70,"Floris Florri"
5,469,"Florrie Florry"
1,418,"Flory Flossi"
7,213,"Flossie Flossy"
3,47,"Flss Fran"
5,199,"Francene Frances"
8,167,"Francesca Francine"
9,86,"Francisca Franciska"
2,353,"Francoise Francyne"
6,485,"Frank Frankie"
5,390,"Franky Franni"
4,281,"Frannie Franny"
1,299,"Frayda Fred"
4,53,"Freda Freddi"
1,139,"Freddie Freddy"
8,422,"Fredelia Frederica"
10,372,"Fredericka Frederique"
9,442,"Fredi Fredia"
6,213,"Fredra Fredrika"
9,58,"Freida Frieda"
8,340,"Friederike Fulvia"
6,465,"Gabbey Gabbi"
10,307,"Gabbie Gabey"
